"default","n_collect","credit_ratio","interest","initial_list_status","recover","coll_fee","out_prncp","total_cc","term","fees_rec","total_acc","employment","amount","monthly_payment","funded","status","v1","int_rec","reason","last_payment","pymnt_rec","quality","out_prncp_inv","violations","del","inc","prin_rec","credit_bal","ncc","req"
0,0,80.7,8.9,"a",0,0,0,3056.38," 3 yrs",0,27,"1",2800,88.91,2800,"unchecked",6.06,256.38,"debt",1817.6,3056.38,"q1",0,0,0,57000,2800,9601,7,1
0,0,36.8,12.21,"a",0,0,0,8152.07," 3 yrs",0,8,"1",8000,266.52,8000,"unchecked",1.3,152.07,"business",837.54,4076.29,"q2",0,0,0,35000,8000,2722,6,2
0,0,57.6,8.19,"b",0,0,6015.1,4131.18," 3 yrs",0,23,"8",9400,295.39,9400,"partial",30.68,746.28,"debt",295.39,4131.18,"q1",6015.1,0,0,51000,3384.9,18498,9,0
1,0,60.5,15.59,"b",0,0,0,2156.13," 5 yrs",0,40,"6",15000,361.52,15000,"partial",21.58,1123.22,"debt",361.52,2156.13,"q4",0,0,0,59000,1032.91,19130,12,2
0,0,76.8,11.99,"a",0,0,0,18792.93," 3 yrs",0,30,"5",16000,531.36,16000,"unchecked",24.2,2792.93,"debt",6040.29,18792.93,"q2",0,0,0,53000,16000,19672,14,1
0,0,14.3,5.93,"b",0,0,4757.06,1456.82," 3 yrs",0,20,"2",6000,182.35,6000,"partial",9.78,213.88,"cc",182.35,1456.82,"q1",4757.06,0,0,120000,1242.94,11741,12,0
0,0,43.1,14.49,"b",0,0,8722.27,9757.08," 3 yrs",0,28,"10+",15750,542.06,15750,"unchecked",9.07,2729.35,"debt",542.06,9757.08,"q3",8722.27,0,0,40000,7027.73,7494,14,0
1,0,75.7,13.11,"a",504.04,5.0403999978,0,4488.46," 3 yrs",0,19,"6",6575,221.89,6575,"unchecked",20.4,1024.33,"cc",221.89,4488.46,"q2",0,0,0,42000,2960.09,12965,6,1
0,0,23.6,14.65,"b",0,0,20179.02,3617.54," 5 yrs",0,24,"10+",22000,519.35,22000,"partial",12.14,1796.56,"renovation",519.35,3617.54,"q3",20179.02,1,0,88000,1820.98,3801,10,1
1,0,63.2,23.63,"b",188.26,1.8826,0,890.96," 3 yrs",0,12,"5",3600,140.54,3600,"unchecked",22.6,340.46,"moving",140.54,890.96,"q6",0,0,0,18000,362.24,4237,5,0
1,0,31.3,14.09,"b",0,0,0,3668.04," 5 yrs",0,42,"10+",17525,408.6,17525,"partial",24.96,1759.34,"debt",408.6,3652.38,"q2",0,0,0,51000,1908.7,18920,21,1
0,0,71.9,16.2,"b",0,0,8132.27,7327.5," 5 yrs",0,14,"8",12000,293.1,12000,"partial",7.36,3459.77,"cc",293.1,7327.5,"q3",8132.27,0,1,85000,3867.73,6547,6,0
1,0,50.4,22.78,"a",0,0,13328.18,35042.28," 5 yrs",42.1,49,"4",30000,841.93,30000,"partial",16.26,18328.36,"other",500,35042.28,"q6",13328.18,0,0,96000,16671.82,14009,11,3
0,0,17.3,6.24,"a",0,0,7310.01,226.39," 3 yrs",0,29,"10+",7500,228.99,7500,"unchecked",15.12,36.4,"debt",228.99,226.39,"q1",7310.01,0,0,40000,189.99,7321,13,0
0,0,31.2,7.62,"a",0,0,2972.76,7008.54," 3 yrs",0,30,"8",9000,280.46,9000,"unchecked",7.26,981.3,"debt",280.46,7008.54,"q1",2972.76,0,0,175000,6027.24,12926,15,2
0,0,45,7.9,"a",0,0,0,27352.3640082," 3 yrs",0,28,"10+",24375,762.7,24375,"checked",20.22,2977.36,"debt",5241.99,27352.36,"q1",0,0,0,74000,24375,23842,7,0
1,0,93.1,21.28,"a",993.39,9.71,0,5085.23," 5 yrs",0,9,"7",18800,511.57,18800,"partial",11.73,2574.96,"debt",511.57,5085.23,"q6",0,0,0,75000,1516.88,28858,7,2
0,0,56.1,15.31,"a",0,0,0,16958.2350355," 3 yrs",0,13,"5",14000,487.45,14000,"partial",9.89,2958.24,"business",2773.78,16958.24,"q3",0,0,0,90000,14000,4433,7,1
0,0,75.6,16.2,"a",0,0,0,11068.420334," 3 yrs",0,20,"10+",9325,328.77,9325,"checked",14.23,1743.42,"debt",5808.82,11068.42,"q3",0,0,1,28000,9325,9981,13,1
1,0,20.4,7.51,"a",706.05,125.14,0,3029.05," 3 yrs",0,12,"8",3000,93.33,3000,"unchecked",5.55,320.87,"other",93.33,3029.05,"q1",0,0,0,24000,2002.13,4296,6,0
1,0,42.3,14.33,"a",12.8,0,0,3296.48," 3 yrs",0,26,"10+",8000,274.71,8000,"partial",33.9,995.51,"debt",274.71,3296.48,"q3",0,1,0,35500,2288.17,5704,7,3
0,0,48.7,10.64,"a",0,0,0,22760.8081613," 3 yrs",0,36,"10+",20000,651.37,20000,"checked",12.81,2760.81,"cc",4088.37,22732.36,"q2",0,0,0,107000,20000,22077,17,1
0,0,60.9,21.99,"a",0,0,15388.98,1816.14," 5 yrs",0,25,"8",16000,441.82,16000,"checked",33.85,1205.12,"other",441.82,1813.3,"q6",15364.94,0,0,50000,611.02,7860,11,0
0,0,42.1,12.49,"b",0,0,6887.16,6823.63," 3 yrs",0,28,"2",12000,401.39,12000,"partial",12.15,1710.79,"debt",401.39,6823.63,"q2",6887.16,1,1,65000,5112.84,17507,13,2
1,0,69.9,18.24,"a",5245,944.100000012,0,15401.48," 3 yrs",0,23,"8",35000,1269.56,35000,"partial",16.84,3932.37,"debt",1269.56,15401.48,"q4",0,0,0,145000,6224.11,25221,10,0
1,0,62.4,20.49,"a",1386.63,13.79,0,6250.93," 5 yrs",0,25,"1",25975,695.28,25975,"checked",19.37,3010.13,"debt",695.28,6250.93,"q5",0,0,0,65000,1854.17,6237,9,2
0,0,23,19.19,"b",0,0,9840.73,1629.69," 5 yrs",0,21,"10+",10500,273.48,10500,"checked",10.34,970.42,"cc",273.48,1629.69,"q5",9840.73,1,0,60000,659.27,5253,13,4
0,0,13.5,14.99,"b",0,0,10099.95,3685.48," 5 yrs",0,46,"4",12000,285.42,12000,"partial",20.4,1785.43,"renovation",285.42,3685.48,"q3",10099.95,1,0,54000,1900.05,2978,17,2
1,0,56.5,23.28,"a",1093,10.9300000012,0,4831.32," 5 yrs",0,31,"2",8800,249.5,8800,"partial",12.17,2383.29,"debt",249.5,4831.32,"q6",0,0,0,65000,1355.03,8817,25,3
0,0,29.6,13.11,"a",0,0,0,17951.5132462," 3 yrs",0,31,"7",15000,506.21,15000,"partial",21.85,2951.51,"cc",5300.85,17951.51,"q2",0,0,0,38000,15000,11829,16,1
0,0,72.7,12.69,"b",0,0,7887.84,1152.07," 3 yrs",0,28,"3",8700,291.85,8700,"partial",14.43,339.91,"debt",291.85,1152.07,"q3",7887.84,0,0,43077,812.16,5741,8,1
1,0,80.6,15.21,"a",0,0,0,1432.2," 5 yrs",0,35,"3",5000,119.51,5000,"unchecked",21.33,710.55,"event",119.51,1432.2,"q4",0,0,0,75000,721.65,44320,11,5
0,0,38.2,8.39,"a",0,0,3138.38,4160.2," 3 yrs",0,29,"10+",6600,208.01,6600,"unchecked",25.85,698.58,"debt",208.01,4160.2,"q1",3138.38,0,0,50000,3461.62,7828,9,2
1,0,56.6,17.57,"a",0,0,0,335.63," 3 yrs",0,18,"2",4800,172.5,4800,"checked",6.24,129.69,"debt",172.5,335.63,"q4",0,1,0,25000,205.94,2263,16,2
0,0,19.3,12.35,"a",0,0,1795.42,7743.48," 3 yrs",0,46,"3",8000,267.06,8000,"unchecked",4.24,1538.9,"debt",267.06,7743.48,"q2",1795.42,0,3,105000,6204.58,11879,21,3
0,0,41.3,15.8,"a",0,0,0,10970.18," 3 yrs",0,37,"5",10000,350.59,10000,"unchecked",28.9,970.18,"debt",8517.1,10970.18,"q3",0,1,0,65000,10000,7797,14,1
1,0,70.5,24.33,"a",1314.73,12.83,0,8530.64," 5 yrs",0,13,"5",25000,724,25000,"partial",14.1,5097.92,"cc",501.47,8530.64,"q7",0,0,0,65000,2117.99,14995,9,0
0,0,90.2,10.99,"a",0,0,0,5157.37677486," 3 yrs",0,15,"8",4800,157.13,4800,"unchecked",16.43,357.38,"renovation",3900.85,5157.38,"q2",0,1,0,65000,4800,10376,4,0
0,0,64.1,11.44,"b",0,0,8993.96,2523.36," 5 yrs",0,19,"5",10500,230.61,10500,"unchecked",18.71,1017.32,"cc",230.61,2523.36,"q2",8993.96,0,1,50100,1506.04,24357,11,2
1,0,67.8,15.58,"a",507.84,5.21,0,5425.29," 5 yrs",0,18,"1",20000,328.31,13625,"checked",17.54,2431.42,"debt",328.31,4685.04,"q4",0,0,0,86004,2486.03,18641,12,1
1,0,80.3,15.05,"a",20.02,7.15,0,6955.64," 3 yrs",17.2974878935,16,"10+",10000,346.92,10000,"checked",11.92,1933.55,"debt",346.92,6955.64,"q4",0,0,0,45000,4984.77,29482,11,1
0,0,68.9,9.99,"a",0,0,8299.92,1513.96," 3 yrs",0,20,"1",9450,304.89,9450,"partial",20.74,363.88,"debt",304.89,1513.96,"q2",8299.92,0,0,42000,1150.08,5860,13,1
0,0,67.1,13.99,"b",0,0,14452.54,2952.81," 5 yrs",0,15,"2",16000,372.21,16000,"partial",14.74,1405.35,"cc",372.21,2952.81,"q3",14452.54,0,0,81600,1547.46,11201,12,2
0,0,1,12.69,"b",0,0,31960.05,5474.05," 5 yrs",0,22,"1",35000,790.82,35000,"checked",6.42,2434.1,"debt",790.82,5474.05,"q3",31960.05,0,1,78000,3039.95,210,4,0
0,0,92,9.99,"b",0,0,3612.65,1156.52," 3 yrs",0,39,"10+",4500,145.19,4500,"unchecked",13.05,269.17,"cc",145.19,1156.52,"q2",3612.65,0,0,140000,887.35,33662,11,1
0,0,62.1,19.99,"b",0,0,8210.51,6453.92," 5 yrs",0,35,"5",11075,293.36,11075,"partial",21.12,3589.43,"debt",293.36,6453.92,"q5",8210.51,0,0,50000,2864.49,18125,11,1
1,0,39.1,15.61,"b",0,0,4890.21,170.49," 3 yrs",0,27,"10+",5000,174.83,5000,"unchecked",12.52,60.7,"debt",174.83,170.49,"q4",4890.21,0,0,55000,109.79,14596,13,1
0,0,79.7,16.55,"a",0,0,29346.35,1476.67," 5 yrs",0,31,"3",30000,738.34,30000,"partial",34.97,823.02,"cc",738.34,1475.44,"q4",29321.89,0,0,84000,653.65,20253,14,0
0,0,77.8,8.18,"a",0,0,11586.53,4234.88," 3 yrs",0,37,"4",15000,471.3,15000,"unchecked",21.62,821.41,"debt",471.3,4234.88,"q2",11586.53,0,1,67500,3413.47,25134,13,0
0,0,9.6,9.67,"b",0,0,0,8568.5," 3 yrs",0,63,"10+",8500,272.96,8500,"checked",20.07,68.5,"debt",8568.5,8568.5,"q2",0,0,0,83000,8500,7031,30,2
0,0,88.5,5.32,"b",0,0,12662.85,2705.95," 3 yrs",0,19,"10+",15000,451.73,15000,"unchecked",13.38,368.8,"debt",451.73,2705.95,"q1",12662.85,0,0,1e+05,2337.15,48763,8,0
0,0,75.5,12.99,"b",0,0,0,8735.75," 3 yrs",0,38,"2",8000,269.52,8000,"unchecked",20.8,735.75,"cc",6579.59,8735.75,"q2",0,0,4,45000,8000,9669,16,0
1,0,65.6,19.52,"b",0,0,7225.47,18067.5," 3 yrs",0,22,"5",19575,722.7,19575,"partial",21.44,5717.97,"debt",722.7,18067.5,"q4",7225.47,0,0,45000,12349.53,26694,17,1
0,0,26.7,9.17,"b",0,0,2390.13,346.69," 3 yrs",0,5,"4",2650,84.48,2650,"unchecked",20.37,86.82,"cc",84.48,346.69,"q2",2390.13,0,1,35000,259.87,1975,5,0
0,0,75.9,13.98,"a",0,0,12315.25,23678.42," 3 yrs",102.5,26,"3",30000,1025.04,30000,"checked",7.62,5891.17,"cc",1025.04,23678.42,"q3",12315.25,0,0,170000,17684.75,13504,11,0
0,0,55.3,23.33,"a",0,0,0,38751.7246071," 5 yrs",0,17,"3",25000,709.51,25000,"checked",32.33,13751.72,"cc",15362.29,38751.72,"q6",0,0,0,55000,25000,23830,9,0
1,0,35.2,14.33,"a",15.13,2.7233999958,0,11602.8," 5 yrs",0,26,"5",16500,386.76,16500,"checked",21.53,4799.36,"debt",386.76,11602.8,"q3",0,0,0,60000,6788.31,14371,12,0
0,0,93.2,9.99,"b",0,0,13913.81,1443.5," 3 yrs",0,17,"7",15000,483.94,15000,"partial",11.51,357.31,"cc",483.94,1443.5,"q2",13913.81,0,0,90000,1086.19,17217,6,1
1,0,13.6,12.12,"a",927.82,9.2782,0,2789.54," 3 yrs",0,23,"< 1",8000,266.18,8000,"unchecked",15.22,525.18,"debt",266.18,2789.54,"q2",0,0,0,25000,1336.54,4118,16,0
1,0,96,12.69,"a",29.9,0,0,16810.68," 5 yrs",0,38,"3",24000,542.28,24000,"checked",25.54,6285.28,"cc",1054.66,16775.85,"q2",0,0,0,85000,10495.5,29750,10,0
1,0,64.9,17.86,"a",0,0,22423.75,10420.74," 3 yrs",0,29,"10+",29000,1046.39,29000,"checked",25.36,3844.49,"debt",1046.39,10420.74,"q4",22423.75,0,1,77000,6576.25,19852,10,2
0,0,53.8,19.52,"b",0,0,9015.75,4616.16," 5 yrs",0,31,"10+",11000,288.51,11000,"partial",15.74,2631.91,"debt",288.51,4616.16,"q5",9015.75,0,1,79000,1984.25,10429,15,2
0,0,38.8,13.11,"a",0,0,0,5830.46676486," 3 yrs",0,15,"3",4800,161.99,4800,"unchecked",15.07,1030.47,"boat",164.6,5830.47,"q2",0,0,0,27000,4800,5907,8,2
0,0,48,7.89,"b",0,0,0,8168.87," 3 yrs",0,48,"6",8000,250.29,8000,"partial",24.26,168.87,"transport",4174.72,8168.87,"q1",0,0,0,94000,8000,25228,18,0
0,1,48.8,12.99,"b",0,0,5205.28,6401.1," 3 yrs",0,51,"3",10000,336.9,10000,"unchecked",19.4,1606.38,"cc",336.9,6401.1,"q3",5205.28,0,1,135000,4794.72,20404,21,0
1,0,43.4,20.8,"b",0,0,24010.73,25459.5," 5 yrs",0,42,"8",35000,942.94,35000,"checked",17.6,14470.23,"cc",942.94,25459.5,"q5",24010.73,0,0,136134,10989.27,6426,17,0
0,0,89.6,8.67,"a",0,0,4170.06,2275.67," 3 yrs",0,5,"9",6000,189.88,6000,"checked",4.32,445.73,"cc",189.88,2275.67,"q2",4170.06,0,0,52000,1829.94,6359,4,1
0,0,17.6,9.17,"b",0,0,24963.04,4660.89," 5 yrs",0,25,"9",28000,583.55,28000,"partial",19.35,1623.93,"debt",583.55,4660.89,"q2",24963.04,1,0,115000,3036.96,13930,17,0
1,0,52.6,13.67,"a",127.28,1.2728000008,0,1912.61," 3 yrs",0,8,"4",3500,119.07,3500,"partial",10.22,499.33,"cc",238.14,1912.61,"q2",0,0,0,60000,1286,3893,5,1
0,0,65,13.65,"b",0,0,11239.19,7527.03," 5 yrs",0,26,"2",15525,358.43,15525,"partial",20.46,3241.22,"cc",358.43,7527.03,"q3",11239.19,0,0,40000,4285.81,16972,12,0
0,0,66.3,13.98,"a",0,0,12664.89,10250.4," 3 yrs",0,21,"4",20000,683.36,20000,"partial",22.3,2915.29,"debt",683.36,10250.4,"q3",12664.89,0,0,105000,7335.11,20141,13,0
0,0,44,18.75,"b",0,0,0,10090.22," 3 yrs",0,20,"NA",8500,310.51,8500,"checked",5.29,1590.22,"debt",6053.59,10090.22,"q4",0,0,0,70140,8500,5329,6,3
0,0,32.4,8.18,"a",0,0,30635.37,5482.54," 3 yrs",0,28,"8",35000,1099.69,35000,"partial",11.91,1117.91,"debt",1099.69,5482.54,"q2",30635.37,0,0,190000,4364.63,29611,14,1
1,0,13.7,7.62,"a",0,0,0,2178.54," 3 yrs",0,46,"10+",10000,311.62,10000,"unchecked",24.6,410.53,"debt",311.62,2178.54,"q1",0,0,0,60000,1768.01,5803,23,0
0,0,71.8,12.69,"a",0,0,16013.1,4481.42," 3 yrs",0,8,"< 1",19200,644.07,19200,"unchecked",24.28,1294.52,"other",644.07,4481.42,"q3",16013.1,0,0,60000,3186.9,17734,8,1
0,0,33.6,10.59,"a",0,0,2257.4,13238.85," 5 yrs",0,21,"10+",12075,260.08,12075,"unchecked",27.99,3421.25,"debt",260.08,13238.85,"q2",2257.4,0,0,60000,9817.6,20452,13,0
0,0,70.1,9.99,"a",0,0,7420.7,769.86," 3 yrs",0,10,"NA",8000,258.1,8000,"partial",8.89,190.56,"debt",258.1,769.86,"q2",7420.7,0,0,39000,579.3,8974,8,0
0,0,18.4,10.49,"b",0,0,8110.34,3002.63," 5 yrs",0,49,"4",10000,214.89,10000,"unchecked",19.94,1112.97,"cc",214.89,3002.63,"q2",8110.34,1,0,41000,1889.66,8564,31,1
1,0,78.9,15.61,"b",0,0,0,4615.44," 3 yrs",0,9,"4",11000,384.62,11000,"unchecked",15.68,1500.48,"debt",384.62,4615.44,"q4",0,0,0,46000,3114.96,10972,4,0
1,0,46,13.72,"a",0,0,0,1196.25," 5 yrs",0,25,"5",25000,400.04,17300,"checked",20.52,584.54,"other",400.04,1102.65,"q3",0,0,0,108000,611.71,29238,13,0
0,0,95.1,18.2,"b",0,0,15834.63,375.68," 5 yrs",0,25,"10+",16000,408.04,16000,"checked",36.28,210.31,"debt",408.04,375.68,"q5",15834.63,0,0,47034,165.37,22529,11,2
1,0,41.3,11.71,"a",597.41,5.76,0,5680.4," 3 yrs",0,38,"6",14000,463.07,14000,"partial",13.51,1319.54,"cc",463.07,5680.4,"q2",0,0,0,45760,3763.45,11612,13,0
0,0,34.9,11.99,"a",0,0,7979.68,10843," 3 yrs",0,38,"10+",16325,542.15,16325,"unchecked",26.84,2497.68,"debt",542.15,10843,"q2",7979.68,0,0,54000,8345.32,14527,16,0
0,0,43.1,16.99,"b",0,0,3700.99,3063.85," 3 yrs",0,18,"2",5750,204.98,5750,"partial",10.98,1014.84,"other",204.98,3063.85,"q4",3700.99,0,0,120000,2049.01,4872,13,3
1,0,70.5,20.49,"a",3149.72,31.4972000105,0,13003.24," 3 yrs",0,17,"5",27575,1031.69,27575,"checked",11.31,5038.27,"business",401.21,12991.49,"q5",0,0,0,70000,4815.25,17051,12,0
0,0,23.9,8.9,"b",0,0,2245.85,3334.17," 3 yrs",0,33,"2",5000,158.77,5000,"unchecked",3.53,580.02,"cc",158.77,3334.17,"q1",2245.85,0,1,103000,2754.15,8759,18,0
0,0,37,11.53,"a",0,0,4687.67,1773.86," 3 yrs",0,16,"7",6000,197.95,6000,"unchecked",18.88,461.53,"debt",197.95,1773.86,"q2",4687.67,0,1,60000,1312.33,4053,10,3
0,0,63.9,12.99,"b",0,0,0,14987.12," 3 yrs",0,16,"10+",13600,458.18,13600,"unchecked",10.85,1387.12,"renovation",10863.5,14987.12,"q2",0,0,0,47000,13600,9458,9,0
0,0,46.9,14.49,"a",0,0,11381.56,4939.95," 5 yrs",0,30,"10+",14000,329.33,14000,"checked",6.42,2321.51,"cc",329.33,4939.95,"q3",11381.56,1,0,40000,2618.44,11596,14,1
0,0,62.4,11.67,"a",0,0,1955.5,1386.58," 3 yrs",0,21,"10+",3000,99.18,3000,"unchecked",30.45,342.08,"renovation",99.18,1386.58,"q2",1955.5,0,0,40000,1044.5,11726,12,0
0,0,20.2,13.35,"a",0,0,549.48,609.66," 3 yrs",0,33,"10+",1000,33.87,1000,"partial",24.6,159.14,"renovation",33.87,609.66,"q3",549.48,1,0,30000,450.52,1255,10,2
1,0,71.1,23.28,"a",1225.55,12.0865,0,6028.49," 5 yrs",0,14,"5",10000,283.52,10000,"checked",21.92,3026.19,"debt",283.52,6028.49,"q6",0,1,0,38000,1776.75,12877,8,3
0,0,90.5,8.9,"a",0,0,1078.38,5523.14," 3 yrs",0,23,"10+",5800,184.17,5800,"checked",11.25,801.52,"debt",184.17,5523.14,"q1",1078.38,0,0,52500,4721.62,22818,6,1
1,0,33.3,8.49,"a",95.17,0.6588,0,7792.72," 3 yrs",0,8,"5",7200,227.26,7200,"partial",21.6,972.13,"debt",227.26,7738.93,"q1",0,0,0,25000,6725.42,7785,8,0
0,0,41.3,11.44,"b",0,0,0,8867.12," 3 yrs",0,11,"7",8800,289.94,8800,"unchecked",16.18,67.12,"renovation",8872.71,8867.12,"q2",0,0,0,75000,8800,4423,8,0
1,0,70.8,9.17,"b",0,0,0,3729.87," 3 yrs",0,32,"NA",13000,414.43,13000,"checked",24.57,805.83,"debt",414.43,3729.87,"q2",0,0,0,32916,2924.04,9557,3,0
0,0,49.2,13.98,"b",0,0,27899.46,13024.48," 5 yrs",0,45,"3",35000,814.03,35000,"checked",23.36,5923.94,"cc",814.03,13024.48,"q3",27899.46,0,0,196000,7100.54,49778,21,0
1,0,10.8,6.89,"b",0,0,0,60.89," 3 yrs",0,35,"4",2000,61.66,2000,"checked",9.84,10.71,"debt",61.66,60.89,"q1",0,0,0,30000,50.18,4584,12,3
0,0,32.6,13.33,"a",0,0,3195.45,1418.79," 3 yrs",0,30,"5",4200,142.19,4200,"unchecked",31.98,414.24,"boat",142.19,1418.79,"q3",3195.45,0,0,54000,1004.55,13517,18,1
0,0,60,21.67,"b",0,0,11110.17,2635.38," 5 yrs",0,18,"5",12075,331.24,12075,"partial",22.69,1670.55,"cc",331.24,2635.38,"q5",11110.17,0,1,32000,964.83,10256,6,0
0,0,62.4,10.15,"a",0,0,0,21953.83," 3 yrs",0,31,"10+",20000,646.76,20000,"partial",23.62,1953.83,"debt",14192.71,21953.83,"q2",0,0,1,113000,20000,27272,15,1
0,0,44.8,9.99,"b",0,0,9208.61,1263.48," 5 yrs",0,20,"1",10000,212.43,10000,"partial",14.7,472.09,"debt",212.43,1263.48,"q2",9208.61,0,0,60000,791.39,7390,10,0
0,0,25.8,10.15,"a",0,0,0,8762.66," 3 yrs",0,23,"6",8000,258.71,8000,"unchecked",3.74,762.66,"other",5669.42,8762.66,"q2",0,0,1,150000,8000,6152,7,0
1,0,76.9,23.83,"a",0,0,0,3499.37," 5 yrs",0,22,"2",17475,501,17475,"partial",21.09,2357.65,"debt",501,3499.37,"q6",0,0,0,45000,1141.72,23671,15,2
0,0,19.9,18.99,"a",0,0,5875.05,223.07," 3 yrs",0,10,"NA",6000,219.91,6000,"checked",11.06,98.11,"debt",229.4,223.07,"q5",5875.05,0,0,40000,124.95,2247,8,3
0,0,82.9,11.53,"b",0,0,13937.65,1465.36," 3 yrs",0,25,"NA",15000,494.86,15000,"checked",28.16,403.01,"debt",494.86,1465.36,"q2",13937.65,0,0,65000,1062.35,42043,13,0
0,0,34.6,12.29,"b",0,0,13878.15,1994.74," 5 yrs",0,45,"10+",15000,335.87,15000,"unchecked",5.09,872.89,"cc",335.87,1994.74,"q3",13878.15,0,2,80000,1121.85,10181,15,1
0,0,68.2,6.89,"a",0,0,6160.06,1615.6," 3 yrs",0,7,"3",7500,231.21,7500,"unchecked",11.34,275.66,"cc",231.21,1615.6,"q1",6160.06,0,0,20000,1339.94,6138,4,0
0,0,96.4,18.25,"a",0,0,0,18273.75," 5 yrs",0,26,"3",18000,459.54,18000,"partial",16.32,273.75,"debt",18273.75,18273.75,"q4",0,0,0,80000,18000,16006,13,2
0,0,46.2,19.99,"b",0,0,33588.99,3669.53," 5 yrs",0,40,"3",35000,927.1,35000,"partial",28.62,2258.52,"debt",927.1,3669.53,"q5",33588.99,0,0,125400,1411.01,29232,23,1
1,0,73.5,12.35,"a",0,0,0,14413.02," 3 yrs",0,22,"NA",18000,600.88,18000,"checked",21.07,3168.93,"cc",600.88,14413.02,"q2",0,0,0,40500,11244.09,21168,7,1
0,0,56.4,14.33,"b",0,0,9549.39,620.44," 3 yrs",0,17,"10+",10000,343.39,10000,"partial",10.19,169.83,"debt",285.01,620.44,"q3",9549.39,0,0,50000,450.61,7450,6,0
0,0,52.3,22.45,"b",0,0,12675,0," 5 yrs",0,10,"< 1",12675,353.33,12675,"partial",26.7,0,"debt",0,0,"q6",12675,0,0,27600,0,11715,6,0
0,0,56,10.15,"b",0,0,6197.99,4845.06," 3 yrs",0,39,"10+",10000,323.38,10000,"checked",17.08,1043.05,"cc",323.38,4845.06,"q2",6197.99,0,0,116000,3802.01,22567,16,2
0,0,100.1,9.17,"b",0,0,6314.01,1143.98," 3 yrs",0,24,"4",7200,229.53,7200,"unchecked",29.03,257.99,"debt",229.53,1143.98,"q2",6314.01,0,0,52300,885.99,24315,11,0
0,0,36.6,15.41,"b",0,0,12000,0," 3 yrs",0,24,"10+",12000,418.4,12000,"partial",13.16,0,"holiday",0,0,"q4",12000,1,0,85000,0,14756,14,0
1,0,75.5,20.2,"a",0,0,0,2296.25," 3 yrs",0,16,"2",3625,135.09,3625,"unchecked",19.32,852.51,"debt",135.09,2296.25,"q4",0,0,0,30000,1443.74,6419,14,1
0,0,30,6.62,"a",0,0,0,24198.3303832," 3 yrs",0,26,"10+",23000,706.19,23000,"checked",24.18,1198.33,"debt",12633.75,24172.03,"q1",0,0,0,75000,23000,13243,12,0
0,0,63.7,16.29,"b",0,0,0,5285.74411506," 3 yrs",0,26,"10+",4450,157.09,4450,"unchecked",5.64,835.74,"debt",2772.3,5285.74,"q3",0,0,0,50000,4450,9303,9,0
0,0,48.8,6.62,"a",0,0,1823.85,14729.64," 3 yrs",0,11,"< 1",15000,460.56,15000,"unchecked",3.01,1553.49,"cc",460.56,14729.64,"q1",1823.85,0,0,120000,13176.15,19271,7,0
0,0,53.5,7.12,"b",0,0,12596.58,8558.78," 3 yrs",0,42,"4",19800,612.46,19800,"unchecked",21.97,1355.36,"cc",612.46,8558.78,"q1",12596.58,0,0,115000,7203.42,37035,20,2
0,0,45.8,7.14,"a",0,0,0,10023.55," 3 yrs",0,24,"4",9000,278.48,9000,"checked",8.31,1023.54,"boat",297.25,10023.55,"q1",0,0,0,141000,9000.01,55142,10,3
1,0,86,18.25,"b",0,0,0,658.47," 3 yrs",0,15,"NA",6050,219.49,6050,"partial",25.17,270.19,"debt",219.49,658.47,"q4",0,4,0,35000,388.28,5331,6,0
0,0,41,6.03,"b",0,0,7133.49,3341.26," 3 yrs",0,32,"NA",10000,304.36,10000,"checked",22.28,474.75,"debt",304.36,3341.26,"q1",7133.49,0,0,64000,2866.51,7752,16,0
1,0,68.2,10.99,"b",0,0,11914.77,10532.67," 3 yrs",0,20,"7",20000,654.68,20000,"partial",23.82,2447.44,"debt",654.68,10532.67,"q2",11914.77,0,0,60000,8085.23,19642,10,0
0,0,69.8,11.44,"b",0,0,20557.73,5767.59," 5 yrs",0,21,"10+",24000,527.1,24000,"checked",24.52,2325.32,"cc",527.1,5767.59,"q2",20557.73,0,0,65000,3442.27,28670,9,0
0,0,99.3,17.57,"b",0,0,32163.39,6397.09," 5 yrs",0,42,"3",35000,880.61,35000,"checked",10.31,3560.48,"debt",880.61,6397.09,"q4",32163.39,0,0,192000,2836.61,33669,12,0
0,0,61.7,9.17,"b",0,0,24000,0," 3 yrs",0,41,"10+",24000,765.1,24000,"checked",23.98,0,"debt",0,0,"q2",24000,1,1,66000,0,11718,26,0
0,0,77.6,9.17,"b",0,0,12684.91,397.87," 3 yrs",0,21,"10+",13000,414.43,13000,"partial",10.63,82.78,"debt",414.43,397.87,"q2",12684.91,0,0,70000,315.09,8926,6,0
0,0,54.8,16.29,"a",0,0,0,12745.24," 3 yrs",0,13,"10+",10000,353.01,10000,"checked",31.47,2745.24,"debt",375.89,12745.24,"q3",0,0,0,45000,10000,23140,11,1
0,0,94.7,16.24,"a",0,0,13592.55,29628.62," 3 yrs",0,17,"8",35000,1234.65,35000,"checked",8.15,8221.17,"debt",1234.65,29628.62,"q3",13592.55,1,0,360000,21407.45,11743,8,0
0,0,69.4,10.99,"a",0,0,21118.6,3920.77," 3 yrs",0,29,"5",24000,785.62,24000,"checked",22.54,1039.37,"debt",785.62,3896.27,"q2",20986.61,0,1,75000,2881.4,20124,15,0
